,GSV_ID,Person,Bike,HeavyV,LightV,Facade,WindowOpening,Road,Sidewalk,StreetFurniture,GreeneryTree,GreeneryGrass,Sky,Nature
2197,H2fDzH_xxDvtuime5fnocA,0.0,0.0,0.0,0.04,0.38,0.0,0.28,0.07,0.03,0.01,0.0,0.19,0.0
2198,6fup_uk8flmrUgy5Gjc93g,0.0,0.0,0.0,0.01,0.26,0.0,0.17,0.13,0.0,0.02,0.07,0.31,0.01
2199,6TQfiCPEphx85-r4vUQoxQ,0.0,0.0,0.0,0.01,0.15,0.0,0.32,0.05,0.01,0.33,0.01,0.11,0.0
2200,g7R59y7BYkUbaGu2A5qK2g,0.0,0.0,0.0,0.0,0.06,0.0,0.21,0.04,0.0,0.45,0.04,0.04,0.0
2201,CAoSLEFGMVFpcE1EMU4wT3FGM3h3aWJlUzc4dktQNDBvbnA4c29UcXFuQllTZ0w1,0.03,0.0,0.0,0.0,0.35,0.0,0.17,0.22,0.02,0.15,0.0,0.03,0.0
2202,dlw51cY1LUO9fOmLoTm2JA,0.0,0.01,0.02,0.05,0.23,0.0,0.28,0.12,0.0,0.09,0.0,0.19,0.0
2203,zcreQlH1dsnmtAdVtNXmow,0.0,0.0,0.0,0.09,0.11,0.0,0.1,0.01,0.0,0.38,0.08,0.11,0.01
2204,iVIzeSuCuxF3XLhiSt-yIw,0.0,0.0,0.0,0.05,0.26,0.0,0.26,0.09,0.01,0.02,0.02,0.26,0.0
2205,BIeP9193dRq_tfme9TSGOA,0.02,0.0,0.0,0.01,0.41,0.0,0.25,0.07,0.01,0.07,0.0,0.08,0.0
2206,_ejXV6hDGvOtlECNXc0M5g,0.0,0.0,0.0,0.05,0.37,0.0,0.17,0.07,0.0,0.09,0.01,0.2,0.0
2207,IdlhXuP3DWMjyPRk-f-vVg,0.0,0.0,0.0,0.0,0.16,0.0,0.05,0.01,0.0,0.34,0.23,0.1,0.0
2208,m4Gf-AW2lmvjS0GWmGhdHA,0.0,0.0,0.0,0.03,0.12,0.0,0.28,0.03,0.0,0.05,0.04,0.32,0.06
2209,FwJcrukQJCwvqU3_yBiKJw,0.01,0.0,0.0,0.09,0.3,0.0,0.22,0.07,0.01,0.19,0.04,0.05,0.0
2210,Mo0OIDuokO-m4vKnXL06pQ,0.01,0.0,0.0,0.0,0.33,0.0,0.28,0.12,0.01,0.06,0.0,0.18,0.0
2211,UUkTSBnRt7ahuHIvc7uQ9g,0.0,0.0,0.0,0.0,0.35,0.0,0.11,0.22,0.01,0.03,0.03,0.18,0.0
2212,IaGkCa0TwCTaohfNetKKGA,0.0,0.0,0.0,0.04,0.17,0.0,0.33,0.02,0.0,0.12,0.03,0.26,0.0
2213,vgUw0i739E0ua3zKr21hzw,0.0,0.0,0.0,0.04,0.18,0.0,0.18,0.13,0.01,0.36,0.0,0.06,0.0
2214,q0is0XREqedQz7MZlRrtqg,0.0,0.0,0.01,0.06,0.11,0.0,0.31,0.02,0.0,0.22,0.04,0.21,0.0
2215,TL-4K3tkUuaPdM1Ul2Os0g,0.0,0.0,0.0,0.11,0.1,0.0,0.27,0.02,0.01,0.05,0.04,0.36,0.0
2216,8OqYEDPOTM6Zk76wV16-iw,0.0,0.0,0.01,0.01,0.23,0.0,0.3,0.12,0.01,0.07,0.0,0.23,0.0
2217,UTnidsCtN8xu3odbD-sDrQ,0.0,0.0,0.0,0.05,0.04,0.0,0.2,0.0,0.0,0.29,0.18,0.19,0.0
2218,ZkGRsa1JrDXqZA4SxbAnrQ,0.0,0.0,0.0,0.04,0.51,0.0,0.23,0.1,0.01,0.04,0.0,0.06,0.0
2219,Kj-IVCLOuP05vDZOKRml_g,0.0,0.0,0.0,0.01,0.04,0.0,0.21,0.02,0.02,0.34,0.05,0.19,0.0
2220,0DxC9u0cMjGRMNbyqZKsZg,0.0,0.0,0.0,0.0,0.06,0.0,0.27,0.02,0.0,0.4,0.06,0.12,0.0
2221,BPabP02NKW1g3sTyiHSXTg,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.63,0.1,0.01,0.0
2222,CAoSLEFGMVFpcFBZSWd0dnN4RWMxRHlFYVFKREdjWDRXNjdSMkVYeWdYbDFxZmhw,0.01,0.0,0.0,0.0,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,x6wfKNrMiUVxN715IdOnwQ,0.0,0.0,0.0,0.01,0.04,0.0,0.22,0.11,0.0,0.39,0.12,0.1,0.0
2224,zY5eETO8zjeZyBLDZ17rOQ,0.0,0.0,0.0,0.03,0.2,0.0,0.16,0.11,0.01,0.19,0.05,0.17,0.0
2225,rTH3BkMuP2g_dFQZU6nx_w,0.0,0.0,0.0,0.03,0.33,0.0,0.22,0.06,0.0,0.02,0.05,0.23,0.0
2226,v48S9A2ePG5cG2lXL6F17Q,0.0,0.0,0.0,0.05,0.1,0.0,0.27,0.07,0.0,0.19,0.02,0.27,0.0
2227,m2j3NWxjIgul8mpId488Vw,0.0,0.0,0.0,0.07,0.18,0.0,0.32,0.01,0.0,0.05,0.01,0.3,0.0
2228,r7OLmLHoeDCtcyAsPUGEyQ,0.0,0.0,0.0,0.02,0.3,0.0,0.23,0.13,0.01,0.25,0.01,0.03,0.0
2229,W0tar9vPmmM2SM5L1-Rz2w,0.0,0.0,0.0,0.02,0.34,0.0,0.34,0.03,0.01,0.07,0.03,0.14,0.0
2230,GnQGGbebD9yVaN4zHr7yhA,0.0,0.0,0.0,0.06,0.33,0.0,0.25,0.1,0.01,0.02,0.0,0.2,0.0
2231,9usTM6O_6tFX3iGlSpn0ww,0.0,0.0,0.0,0.0,0.39,0.0,0.2,0.18,0.0,0.08,0.0,0.13,0.0
2232,eQEFr7EW_R2rKr49BcICZw,0.0,0.0,0.0,0.01,0.22,0.0,0.25,0.07,0.0,0.18,0.05,0.18,0.0
2233,CDBxGrDtaMrD8G2HDxL56A,0.0,0.0,0.0,0.01,0.33,0.0,0.29,0.1,0.01,0.09,0.0,0.16,0.0
2234,hL8s7wxXYxQgYBD7aLvT7g,0.0,0.0,0.0,0.0,0.3,0.0,0.23,0.06,0.0,0.17,0.03,0.13,0.0
2235,RLZ1klbEkwzgEydr0jWrhg,0.0,0.0,0.0,0.02,0.05,0.0,0.29,0.02,0.0,0.23,0.13,0.25,0.0
2236,xVMYMFLJ6DOhGuSP8kQMYg,0.01,0.0,0.05,0.02,0.01,0.0,0.26,0.0,0.01,0.28,0.0,0.18,0.0
2237,nXiPwPLXiMRsMr5bEuuUZA,0.0,0.0,0.0,0.16,0.4,0.0,0.14,0.0,0.0,0.15,0.06,0.06,0.0
2238,c6I-nnbsznFg3Wkgqh_T5w,0.0,0.0,0.0,0.03,0.28,0.0,0.25,0.1,0.0,0.2,0.04,0.08,0.0
2239,7OfEawn1ApB-Sr8ktSGK5A,0.0,0.0,0.0,0.01,0.15,0.0,0.25,0.1,0.01,0.27,0.04,0.17,0.0
2240,8TjLwGVi-S5sdT74kpLx1Q,0.0,0.0,0.0,0.13,0.21,0.0,0.22,0.02,0.0,0.19,0.05,0.17,0.0
2241,w4QTsFM3-w-I0YCiZf1bIg,0.0,0.0,0.01,0.11,0.2,0.0,0.22,0.01,0.01,0.14,0.0,0.21,0.0
2242,ePpgvyuoSJsHBI989Lk_dQ,0.0,0.0,0.0,0.01,0.13,0.0,0.31,0.03,0.0,0.07,0.02,0.34,0.0
2243,hFtEDAgMmn3m8-xpJddt4g,0.0,0.0,0.0,0.02,0.05,0.0,0.25,0.05,0.01,0.29,0.09,0.21,0.0
2244,_MkFCg56_dYeiAfONr_jqQ,0.01,0.0,0.0,0.11,0.36,0.0,0.14,0.1,0.01,0.21,0.01,0.02,0.0
2245,nIh223lvO12V99CS9lDUFw,0.0,0.0,0.0,0.02,0.24,0.0,0.23,0.07,0.01,0.14,0.03,0.19,0.0
2246,kDGyBzE71Zwv0sxkpFo1-A,0.0,0.0,0.0,0.03,0.75,0.02,0.1,0.05,0.0,0.0,0.0,0.03,0.0
2247,tGWKzxdZv8NH5Tlr9A4Rvw,0.0,0.0,0.0,0.04,0.29,0.0,0.35,0.01,0.02,0.05,0.01,0.2,0.0
2248,nKwlV_OhbEb2dPfsssOPJQ,0.0,0.0,0.0,0.08,0.42,0.0,0.15,0.07,0.0,0.07,0.04,0.15,0.0
2249,_uCyZEPFvhrBXLXQfDjwMg,0.0,0.0,0.0,0.17,0.47,0.0,0.15,0.05,0.01,0.06,0.0,0.08,0.0
2250,XCt1qTl3al5UIS66RRdShA,0.01,0.0,0.0,0.06,0.36,0.0,0.21,0.11,0.01,0.07,0.0,0.15,0.0
2251,d3MSJ1IRboIKxq7kj96IQA,0.0,0.0,0.0,0.05,0.15,0.0,0.29,0.05,0.01,0.12,0.04,0.27,0.0
2252,Ue8jnE8fMGKIwayT7Ujo8w,0.0,0.0,0.0,0.08,0.49,0.0,0.18,0.08,0.02,0.03,0.0,0.07,0.0
2253,PzeOL4zf7I5kAQms9wX7Pg,0.0,0.0,0.0,0.07,0.27,0.0,0.27,0.02,0.01,0.05,0.03,0.25,0.0
2254,sqLjbO29w3As_UGxegI-sQ,0.02,0.0,0.0,0.08,0.05,0.0,0.19,0.01,0.0,0.26,0.05,0.24,0.01
2255,W32fHLjQBtIKdLppwVfwyA,0.0,0.0,0.0,0.02,0.61,0.0,0.2,0.07,0.01,0.0,0.0,0.08,0.0
2256,KZN9kcWuiG4dii233o72JA,0.0,0.0,0.09,0.01,0.07,0.0,0.25,0.0,0.01,0.06,0.01,0.41,0.0
2257,Jt5y03wLGDhN2Ugllcy1Dw,0.0,0.0,0.0,0.01,0.01,0.0,0.19,0.0,0.0,0.34,0.0,0.27,0.0
2258,4PN7Kf8oNFeQAXnIKgFUnA,0.0,0.0,0.0,0.12,0.37,0.0,0.25,0.04,0.0,0.17,0.01,0.04,0.0
2259,G54Ofoha_Yza2dD9lPN8pw,0.0,0.0,0.0,0.01,0.19,0.0,0.31,0.05,0.02,0.17,0.0,0.2,0.0
2260,0jh541QXoXvvOLdhf9fSlw,0.0,0.0,0.0,0.01,0.08,0.0,0.33,0.05,0.0,0.26,0.05,0.19,0.0
2261,uNRKzbGxKB0Mmermmb7kog,0.0,0.0,0.0,0.03,0.21,0.0,0.37,0.0,0.03,0.02,0.0,0.3,0.0
2262,3Qyb_zkIhS3oWJlOa2x_kA,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.09,0.02,0.31,0.07,0.19,0.0
2263,S8ZI34e_ltnCnqD_K779ow,0.0,0.0,0.0,0.02,0.36,0.0,0.33,0.07,0.0,0.11,0.0,0.1,0.0
2264,vT-zpYVZNy-Vcam4kEHQ2w,0.0,0.0,0.0,0.04,0.2,0.0,0.27,0.07,0.01,0.21,0.03,0.15,0.0
2265,xSMRube08G0xllcfsj4XmA,0.0,0.0,0.0,0.07,0.07,0.0,0.29,0.01,0.0,0.24,0.02,0.27,0.0
2266,XECiGDReGWWlgTLZjgPoxQ,0.0,0.0,0.0,0.0,0.25,0.0,0.27,0.05,0.02,0.02,0.0,0.1,0.0
2267,uMlDVdvAVwnJS0BeTWHbyA,0.0,0.0,0.0,0.03,0.06,0.0,0.32,0.04,0.0,0.3,0.01,0.2,0.01
2268,JogcgwVBAN2S8o0BDPu6Lw,0.0,0.0,0.0,0.13,0.18,0.0,0.27,0.02,0.0,0.03,0.01,0.31,0.0
2269,qN6Tu7X7Nfqc2Cb8kSmd6Q,0.0,0.0,0.0,0.01,0.09,0.0,0.22,0.05,0.0,0.36,0.09,0.14,0.0
2270,lJdNPdhXjr-QR8hf7F3OQg,0.0,0.0,0.0,0.06,0.51,0.0,0.09,0.07,0.01,0.03,0.03,0.05,0.0
2271,ntdVHkMZ4Z7sECl_1oh3Bw,0.0,0.0,0.0,0.09,0.35,0.0,0.19,0.04,0.0,0.07,0.03,0.2,0.0
2272,ODF1WPzFeNfwRpoBWcHx3A,0.0,0.0,0.0,0.0,0.02,0.0,0.19,0.04,0.0,0.28,0.09,0.25,0.0
2273,hqd7nWuNdo01_MSM7mmpdA,0.0,0.0,0.0,0.0,0.03,0.0,0.21,0.04,0.0,0.36,0.01,0.23,0.0
2274,07jv1vfHMfOPHmIzMyFqJw,0.0,0.0,0.0,0.01,0.25,0.0,0.22,0.07,0.01,0.13,0.13,0.15,0.0
2275,yh_Vde9Ton1lWsXMqNYuTA,0.0,0.0,0.0,0.04,0.38,0.0,0.16,0.1,0.03,0.17,0.02,0.07,0.0
2276,B3G88zLPvpuQ1MX1X99k6w,0.01,0.0,0.0,0.08,0.28,0.0,0.22,0.05,0.01,0.26,0.01,0.02,0.01
2277,LMNNk7el4n6LjDJg8oQ8ng,0.0,0.0,0.0,0.03,0.15,0.0,0.33,0.02,0.0,0.19,0.05,0.2,0.0
2278,mKBNe851N5WJunb932BYIw,0.0,0.0,0.0,0.01,0.18,0.0,0.26,0.06,0.01,0.11,0.06,0.27,0.0
2279,djGpa2WuloX-9DxFRvBrvw,0.0,0.0,0.0,0.02,0.28,0.0,0.3,0.06,0.01,0.09,0.01,0.2,0.0
2280,hDd4gjEAbquykIm3kZ-5mA,0.0,0.0,0.0,0.0,0.41,0.0,0.26,0.12,0.01,0.0,0.0,0.19,0.0
2281,0nHbYqavUBo3F3tyR_QFRw,0.0,0.0,0.0,0.04,0.24,0.0,0.29,0.06,0.01,0.24,0.0,0.07,0.0
2282,ApvLisBWpc4h5lWg3eXfXw,0.0,0.0,0.0,0.09,0.43,0.0,0.22,0.05,0.0,0.08,0.06,0.07,0.0
2283,ANUYJ17BZ6iGzZJrwmtEwA,0.0,0.0,0.0,0.01,0.1,0.0,0.32,0.03,0.0,0.16,0.07,0.29,0.0
2284,aHaIxI6WfRinV18IW8bUdg,0.0,0.0,0.0,0.03,0.22,0.0,0.3,0.07,0.01,0.12,0.0,0.23,0.0
2285,rg2TY8HfGlUYOrSCFng_Ww,0.0,0.0,0.0,0.02,0.13,0.0,0.29,0.08,0.0,0.32,0.05,0.08,0.0
2286,ddkWG6nT2Mc-abi31SuUvw,0.0,0.0,0.0,0.02,0.23,0.0,0.33,0.01,0.01,0.09,0.0,0.25,0.0
2287,qcHoa-tJEq4zoxUETiBDWg,0.0,0.01,0.0,0.0,0.6,0.0,0.14,0.14,0.0,0.05,0.0,0.07,0.0
2288,GLIkKWXuJ4rByvw3dWFMMQ,0.0,0.0,0.0,0.01,0.21,0.0,0.3,0.03,0.01,0.09,0.02,0.28,0.0
2289,ZB9V9G8ddWcjFjrMmO5KrQ,0.0,0.0,0.0,0.04,0.63,0.0,0.14,0.14,0.01,0.02,0.0,0.0,0.0
2290,oZDh5GdEliE4A39GGc7Axw,0.0,0.0,0.0,0.02,0.09,0.0,0.28,0.05,0.02,0.19,0.08,0.24,0.0
2291,KOdmzBEznaIByW09ZMvAEQ,0.0,0.0,0.0,0.01,0.12,0.0,0.23,0.12,0.0,0.35,0.04,0.11,0.0
2292,fUQ5TOIZ6-F5SV4nGYQx4A,0.01,0.0,0.01,0.07,0.41,0.0,0.21,0.08,0.01,0.02,0.02,0.16,0.0
2293,5_2xyobQZP8KxKesrVC37w,0.0,0.0,0.0,0.01,0.13,0.0,0.25,0.03,0.0,0.32,0.09,0.12,0.0
2294,Wr_vnoa93f3MTpQN7xgLMQ,0.01,0.01,0.0,0.05,0.38,0.0,0.2,0.08,0.01,0.02,0.0,0.17,0.0
2295,3MYIJHgtw15zIHGmyNYdhg,0.0,0.0,0.0,0.05,0.37,0.0,0.38,0.04,0.01,0.04,0.0,0.1,0.0
2296,t2Ni7cWZC-fDQVKXLG7yEQ,0.0,0.0,0.0,0.01,0.03,0.0,0.18,0.0,0.0,0.42,0.0,0.11,0.08
2297,eUV1TxlwQQGKs9FSEDEy4g,0.0,0.0,0.01,0.14,0.34,0.0,0.21,0.01,0.0,0.2,0.01,0.05,0.0
2298,V4ohxUxs2Xlt-a2jChGLpw,0.0,0.0,0.0,0.02,0.34,0.0,0.18,0.08,0.0,0.05,0.0,0.2,0.0
2299,wlgn5aOHp6bwtF2CGB5wzQ,0.0,0.0,0.0,0.07,0.33,0.0,0.21,0.0,0.0,0.02,0.06,0.22,0.0
2300,0fuqDoXf3uIvZS9rrxJ4qA,0.0,0.0,0.0,0.1,0.15,0.0,0.22,0.0,0.0,0.13,0.0,0.27,0.0
2301,0TVwXLwF0KOZ2T7a7ZCYtg,0.01,0.0,0.0,0.0,0.24,0.01,0.19,0.03,0.0,0.21,0.11,0.19,0.0
2302,FCxfDuhvpy5aqY3xOjWg4w,0.0,0.0,0.0,0.08,0.36,0.0,0.16,0.07,0.0,0.05,0.02,0.19,0.02
2303,35huq2lTyW2iEysc6qPhrg,0.0,0.0,0.0,0.09,0.3,0.0,0.26,0.01,0.0,0.02,0.01,0.28,0.0
2304,MDVPY0LG4Gl-3NApaiaj7g,0.01,0.0,0.0,0.03,0.12,0.0,0.29,0.08,0.02,0.31,0.03,0.07,0.0
2305,vmmUY4BTG3VT674CUXuHog,0.0,0.0,0.0,0.07,0.28,0.0,0.24,0.07,0.0,0.16,0.02,0.15,0.0
2306,S8hcMsoeu4-e8aHiu6KdGw,0.0,0.0,0.0,0.06,0.3,0.0,0.27,0.06,0.02,0.04,0.0,0.23,0.0
2307,BiR6s-SYv9laI255TnJMLw,0.0,0.03,0.01,0.02,0.39,0.0,0.22,0.11,0.01,0.12,0.01,0.07,0.0
2308,3BIV8hYchmp2OQoaICiOGw,0.0,0.0,0.0,0.01,0.14,0.0,0.24,0.01,0.01,0.29,0.01,0.17,0.0
2309,ai70VUeVgAQpyG3sn8kqsQ,0.0,0.0,0.0,0.01,0.4,0.0,0.37,0.05,0.0,0.0,0.0,0.13,0.0
2310,9guPDhQuZRTGmjqevJjmtw,0.0,0.0,0.0,0.08,0.29,0.0,0.27,0.04,0.0,0.06,0.02,0.23,0.0
2311,h2BWQS478kfZAPbC0DcdyA,0.0,0.0,0.0,0.0,0.13,0.0,0.24,0.05,0.01,0.08,0.05,0.33,0.0
2312,sau_HO98ZjveqveZYxr0nw,0.0,0.0,0.0,0.0,0.56,0.01,0.01,0.08,0.01,0.19,0.06,0.03,0.0
2313,jFTnJyx44lEXHrSwSmQYvQ,0.0,0.0,0.0,0.01,0.41,0.0,0.3,0.09,0.01,0.02,0.0,0.07,0.0
2314,Xmv2mqyWmMJDymwBeugoLw,0.0,0.0,0.0,0.02,0.13,0.0,0.29,0.08,0.01,0.29,0.01,0.15,0.0
2315,Izy6Sw8EYFGcFqRwnD6q_A,0.0,0.0,0.0,0.1,0.38,0.0,0.23,0.06,0.0,0.06,0.03,0.13,0.0
2316,V1sENvQo7r7eJYaIPvCH5Q,0.0,0.0,0.0,0.03,0.21,0.0,0.37,0.0,0.0,0.09,0.03,0.24,0.0
2317,VTFkaKhcOzZJ5xEXVGJggA,0.0,0.0,0.0,0.0,0.06,0.0,0.29,0.01,0.0,0.41,0.03,0.12,0.0
2318,M9kLr9d2qI9Cb20Gj0Tckg,0.01,0.0,0.0,0.0,0.08,0.0,0.23,0.09,0.01,0.23,0.06,0.23,0.0
2319,7sCJ7-UMA2fyBwhm9wCLAQ,0.0,0.0,0.0,0.0,0.27,0.05,0.19,0.09,0.0,0.13,0.01,0.17,0.0
2320,dr33hkQyt7_kesCSuzorNg,0.0,0.01,0.0,0.02,0.45,0.0,0.26,0.12,0.01,0.06,0.0,0.08,0.0
2321,JXz5Wm1FJLr-cbwzNHPmhQ,0.0,0.0,0.0,0.02,0.28,0.0,0.29,0.11,0.01,0.1,0.0,0.19,0.0
2322,9YTetYlB-oq7wO20OLWCTQ,0.0,0.0,0.0,0.04,0.35,0.0,0.31,0.03,0.0,0.01,0.0,0.24,0.0
2323,n489d0mmQlOdWNi0sDkAjA,0.0,0.0,0.01,0.02,0.19,0.0,0.32,0.02,0.01,0.09,0.03,0.27,0.0
2324,fj6RaAy2RCMbNyAowQ4Xwg,0.0,0.0,0.0,0.03,0.35,0.0,0.3,0.04,0.02,0.01,0.03,0.21,0.0
2325,Uu5s87sxu8DI9DOORR9WPA,0.0,0.0,0.0,0.01,0.07,0.0,0.23,0.0,0.0,0.23,0.2,0.24,0.0
2326,mIRW_fciTtqdDjm2Vj-kjQ,0.0,0.0,0.0,0.05,0.14,0.0,0.12,0.04,0.0,0.29,0.17,0.17,0.0
2327,J_HmoGaM8lxTm7Vy-yrUdA,0.0,0.0,0.0,0.11,0.44,0.0,0.13,0.02,0.0,0.09,0.05,0.11,0.0
2328,q7mtLr6awPa8d6VrNG-4Yg,0.0,0.0,0.0,0.02,0.2,0.0,0.15,0.12,0.0,0.3,0.02,0.15,0.0
2329,7-6TrxI0hA860KojC-lTKA,0.0,0.0,0.0,0.01,0.34,0.0,0.19,0.08,0.0,0.19,0.04,0.1,0.0
2330,Vo0aSCzJxHOwSK_hiyy1Gg,0.0,0.0,0.0,0.02,0.16,0.0,0.18,0.04,0.01,0.29,0.17,0.1,0.0
2331,CU2yky8e5kimPa9o71BaGw,0.0,0.0,0.0,0.08,0.32,0.0,0.22,0.02,0.0,0.04,0.03,0.22,0.0
2332,T_teGg-E--ZJF_nNdcr4IA,0.0,0.0,0.0,0.0,0.38,0.0,0.29,0.11,0.01,0.07,0.02,0.08,0.0
2333,SnkvRtJhwIDo40N5_8O9RA,0.0,0.0,0.0,0.01,0.16,0.0,0.28,0.01,0.0,0.09,0.06,0.34,0.0
2334,B5_aC3FR0yRi9v2i0qkQNA,0.0,0.0,0.0,0.05,0.07,0.0,0.33,0.03,0.01,0.23,0.0,0.25,0.0
2335,oAJNbBznsHgSzlRKucXQMg,0.01,0.0,0.0,0.05,0.23,0.0,0.17,0.01,0.0,0.06,0.0,0.32,0.0
2336,9-vA8PFjrQzBwHbRRePScA,0.0,0.0,0.0,0.06,0.27,0.0,0.15,0.06,0.0,0.25,0.02,0.07,0.0
2337,aurFvObefprLmgdnvAastQ,0.0,0.0,0.0,0.02,0.14,0.0,0.19,0.01,0.0,0.15,0.22,0.23,0.0
2338,FyRoDx-GCFOoAGjQA4g6gQ,0.01,0.0,0.0,0.04,0.3,0.0,0.27,0.06,0.0,0.09,0.0,0.19,0.0
2339,-PJvlvhht1J-_Gv8rqJNXQ,0.0,0.0,0.0,0.02,0.1,0.0,0.37,0.04,0.0,0.21,0.02,0.23,0.0
2340,ESt0lcYRrrgyRoCojTGFvQ,0.0,0.0,0.0,0.03,0.21,0.0,0.27,0.07,0.0,0.07,0.01,0.29,0.0
2341,XvRbKwtUdHGpH4wQNw272w,0.0,0.0,0.0,0.03,0.23,0.0,0.28,0.06,0.0,0.06,0.04,0.24,0.0
2342,Wg8WWsNLNPx0dN3KF85m2w,0.0,0.0,0.0,0.03,0.06,0.0,0.34,0.0,0.0,0.15,0.01,0.35,0.0
2343,-5OSVywF-j-nDbmvJTYn6Q,0.0,0.0,0.0,0.18,0.65,0.0,0.09,0.0,0.0,0.03,0.01,0.04,0.0
2344,vofI3Dmre4Ozc8eANGr-kg,0.03,0.01,0.01,0.03,0.22,0.0,0.29,0.1,0.01,0.23,0.01,0.04,0.0
2345,Rn3Q5D_8Ezn-mR6LplTyiw,0.0,0.0,0.0,0.02,0.22,0.0,0.28,0.11,0.0,0.16,0.01,0.16,0.0
2346,Zu5Rqmvp7ktV7OOZ8Q3Qaw,0.0,0.0,0.0,0.05,0.31,0.0,0.34,0.03,0.0,0.03,0.0,0.2,0.0
2347,hD3xztlFu2yx2Bg5Ce1j9Q,0.0,0.0,0.0,0.01,0.11,0.0,0.16,0.05,0.0,0.37,0.15,0.08,0.0
2348,mN09jpEt0B4Oxvhy7LWxyg,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.13,0.01,0.2,0.06,0.11,0.0
2349,sbyH4jUpSInw4iPy7vankg,0.0,0.0,0.0,0.08,0.15,0.0,0.21,0.07,0.03,0.12,0.03,0.31,0.0
2350,tBHaw4pBpSPw-ElLTNSULg,0.0,0.0,0.0,0.03,0.61,0.0,0.2,0.07,0.01,0.0,0.0,0.08,0.0
2351,HA4-vNix1aQ_zM2tscc-Kg,0.01,0.0,0.0,0.02,0.28,0.0,0.14,0.08,0.03,0.06,0.01,0.22,0.0
2352,pmfoQtVvKEu935KfXZ08tw,0.0,0.0,0.0,0.07,0.51,0.0,0.12,0.05,0.01,0.06,0.05,0.11,0.0
2353,tL_cVKLvtWSBeSPc9B_hVQ,0.0,0.0,0.0,0.07,0.01,0.0,0.25,0.03,0.0,0.39,0.05,0.09,0.0
2354,Xxfanv-6a4hXHBOQordgRg,0.0,0.0,0.0,0.09,0.42,0.0,0.17,0.04,0.0,0.06,0.0,0.18,0.0
2355,ka4LbUU9SCiVIWt_i-b0Fg,0.01,0.0,0.0,0.01,0.38,0.0,0.25,0.1,0.0,0.02,0.0,0.08,0.0
2356,HYOiHjPL-UpH9UWTnbIJJQ,0.0,0.0,0.0,0.02,0.28,0.0,0.24,0.11,0.02,0.14,0.02,0.14,0.0
2357,eKEMt7UMZMu1y3ckCZWFtA,0.0,0.0,0.0,0.03,0.31,0.0,0.26,0.04,0.01,0.04,0.0,0.22,0.0
2358,LQFmTLTNOSno8GCfKXn_Ug,0.0,0.0,0.0,0.1,0.08,0.0,0.17,0.01,0.0,0.42,0.04,0.09,0.03
2359,k7xBFw5JHqzNdTTPwoMITw,0.0,0.0,0.01,0.05,0.13,0.0,0.3,0.03,0.0,0.26,0.01,0.16,0.0
2360,qp4HL-OYVw5zN8z5KUgymw,0.0,0.0,0.0,0.0,0.05,0.0,0.26,0.0,0.0,0.25,0.03,0.21,0.0
2361,jg26GzF8jtoSK6SmGc5Zbw,0.0,0.0,0.01,0.01,0.06,0.0,0.23,0.06,0.01,0.28,0.17,0.17,0.0
2362,vFqQGLByB5P7AkG8QnJNLg,0.01,0.0,0.0,0.06,0.45,0.0,0.29,0.06,0.03,0.0,0.0,0.07,0.0
2363,mYO_RUn8WwpPpZwGacxJPg,0.02,0.0,0.0,0.07,0.31,0.0,0.3,0.03,0.0,0.03,0.0,0.2,0.0
2364,-CPk1cXU9nB6eiwYcua7HA,0.02,0.0,0.0,0.02,0.22,0.0,0.29,0.1,0.0,0.09,0.0,0.19,0.0
2365,Z4pzHdSLZbb2I3vB3wLDaQ,0.0,0.0,0.0,0.05,0.07,0.0,0.33,0.03,0.01,0.23,0.0,0.25,0.0
2366,WHdAByFwPNsaYzxW5JccDA,0.0,0.0,0.0,0.01,0.22,0.0,0.37,0.03,0.0,0.09,0.0,0.26,0.0
2367,WbOwyeOdOmxhTCD_t5kY4w,0.0,0.0,0.0,0.04,0.21,0.0,0.35,0.02,0.01,0.02,0.0,0.3,0.0
2368,kM-so1Xk2pQLhAI_rGg2VA,0.0,0.0,0.0,0.02,0.17,0.0,0.36,0.02,0.0,0.03,0.01,0.35,0.0
2369,z5VhFD2PNyLM30CcKWKWpA,0.0,0.0,0.0,0.05,0.25,0.0,0.25,0.04,0.01,0.06,0.08,0.25,0.0
2370,_ukxbJqucL-S4gR47xVa7Q,0.0,0.0,0.0,0.05,0.33,0.0,0.26,0.09,0.0,0.07,0.0,0.18,0.0
2371,estDRX1Tc6D0R2K423BtTQ,0.0,0.0,0.0,0.05,0.39,0.0,0.16,0.13,0.0,0.14,0.03,0.07,0.0
2372,TfmZtDY8fPZcB0efIRWa-w,0.0,0.0,0.0,0.0,0.47,0.0,0.28,0.08,0.0,0.12,0.0,0.04,0.0
2373,LtDCfuk_QWWhXJBQBkEvOw,0.0,0.0,0.0,0.02,0.11,0.0,0.29,0.01,0.03,0.04,0.05,0.38,0.0
2374,HhgmvPMagKO0IeykXBJZfQ,0.01,0.0,0.0,0.0,0.04,0.0,0.26,0.02,0.01,0.21,0.1,0.3,0.0
