,GSV_ID,Person,Bike,HeavyV,LightV,Facade,WindowOpening,Road,Sidewalk,StreetFurniture,GreeneryTree,GreeneryGrass,Sky,Nature
21,_Kri80Y0Mxv1qQM6kgeWRg,0.0,0.0,0.0,0.07,0.47,0.0,0.21,0.1,0.0,0.0,0.0,0.11,0.0
22,cBF7bfex4NuyJruXoRcyUg,0.0,0.0,0.0,0.0,0.43,0.0,0.27,0.07,0.0,0.08,0.0,0.09,0.0
23,WAQMOkQB117uxeQevIV6UA,0.01,0.0,0.0,0.03,0.41,0.0,0.19,0.1,0.0,0.08,0.01,0.11,0.0
24,jkM2BQB-AZLv9eb5LyWZTQ,0.0,0.0,0.0,0.05,0.34,0.0,0.22,0.06,0.0,0.07,0.01,0.21,0.0
25,L-B3gG8iUH__1zbGY-4QPA,0.0,0.0,0.1,0.01,0.1,0.0,0.3,0.0,0.0,0.3,0.04,0.14,0.0
26,UCUjslTshOgKbYt835adZw,0.0,0.0,0.0,0.12,0.29,0.0,0.11,0.03,0.0,0.24,0.11,0.07,0.0
27,lk6rKlj1LNwfVgCXiD1xFw,0.0,0.0,0.0,0.05,0.25,0.0,0.24,0.13,0.01,0.14,0.0,0.15,0.0
28,UFwYkTC35nKiZ-9EBRcLJg,0.0,0.0,0.0,0.08,0.38,0.0,0.29,0.05,0.0,0.01,0.03,0.14,0.0
29,kaFSktdHSOz9kOvHmCa7IA,0.0,0.0,0.0,0.02,0.16,0.0,0.36,0.04,0.0,0.02,0.01,0.36,0.0
30,YP9iTA-VC2JlviUgqc8fZg,0.0,0.0,0.0,0.07,0.19,0.0,0.11,0.01,0.0,0.38,0.1,0.08,0.0
31,3a1QnxbnJG4Vs6R9OLgSpA,0.0,0.0,0.01,0.01,0.02,0.0,0.11,0.04,0.01,0.49,0.04,0.04,0.0
32,tjjeKGEVB9RKyT6m8xWldQ,0.0,0.0,0.0,0.02,0.15,0.0,0.32,0.01,0.01,0.2,0.04,0.21,0.0
33,shyJlkRh6ijFcF_V98vxjA,0.0,0.0,0.0,0.05,0.08,0.0,0.38,0.0,0.0,0.1,0.0,0.37,0.0
34,ylz1BX87HE6ehN1orcqmNw,0.0,0.01,0.0,0.01,0.55,0.0,0.22,0.11,0.0,0.06,0.01,0.02,0.0
35,hbtrbf-19YYilYWK2hp_6Q,0.0,0.0,0.0,0.07,0.31,0.0,0.28,0.03,0.01,0.14,0.0,0.14,0.0
36,fyEt_pxZnQXmioH68pcmgg,0.0,0.0,0.0,0.14,0.33,0.0,0.19,0.02,0.0,0.24,0.01,0.04,0.0
37,mLFxWSfTKZLyH6b-Pf8hjQ,0.0,0.0,0.0,0.0,0.38,0.01,0.27,0.08,0.0,0.02,0.0,0.2,0.0
38,j5a19hggmu0EHTo3Fx2vSw,0.0,0.0,0.0,0.01,0.16,0.0,0.25,0.07,0.0,0.08,0.12,0.29,0.0
39,phiyCtyD4LcPCxNO6L9tVQ,0.0,0.0,0.0,0.06,0.45,0.0,0.3,0.04,0.0,0.04,0.0,0.08,0.0
40,lGx8TxcrF0zO3iWwCzkMbw,0.0,0.0,0.0,0.01,0.21,0.0,0.23,0.1,0.0,0.29,0.0,0.14,0.0
41,t6j-qXPxt3ZKW-w_ZBWl-A,0.0,0.0,0.0,0.06,0.13,0.0,0.34,0.04,0.01,0.23,0.01,0.16,0.0
42,futlhS_dKIWMsIj8blTMUw,0.01,0.0,0.0,0.06,0.28,0.0,0.31,0.03,0.01,0.04,0.03,0.22,0.0
43,R-Grx_7ZjrSI8Qjp5oU2Gw,0.0,0.0,0.0,0.05,0.39,0.0,0.28,0.04,0.01,0.03,0.0,0.14,0.0
44,uqV74plijEBRuwT382jOTA,0.0,0.0,0.0,0.02,0.15,0.0,0.21,0.02,0.0,0.08,0.16,0.32,0.0
45,TKCNSm-DphISeq2BVQr0HA,0.0,0.0,0.0,0.0,0.16,0.0,0.25,0.11,0.0,0.12,0.02,0.28,0.0
46,r4IapVuCRveSW9t_2LbUuw,0.01,0.0,0.0,0.09,0.1,0.01,0.23,0.05,0.01,0.29,0.05,0.13,0.0
47,xJ0HxREpkiY2heQrHF2FXw,0.0,0.0,0.0,0.06,0.37,0.0,0.19,0.11,0.0,0.06,0.03,0.16,0.0
48,rSTdVEKCPxPoYUVjMxW8uA,0.0,0.0,0.0,0.01,0.45,0.0,0.13,0.16,0.0,0.1,0.01,0.09,0.0
49,bL5wzjA3oCPsImY2wdVgoA,0.01,0.0,0.0,0.01,0.33,0.0,0.17,0.24,0.01,0.03,0.0,0.18,0.0
50,wl4S8UnkTR28fojv5Ex5jA,0.0,0.0,0.0,0.05,0.42,0.0,0.18,0.14,0.0,0.06,0.0,0.11,0.0
51,K4daesIlMdma0BDIXAci1w,0.0,0.0,0.01,0.07,0.19,0.0,0.28,0.05,0.01,0.14,0.01,0.21,0.0
52,1f79dG7fVZcU9o7-JjcC6A,0.0,0.0,0.0,0.02,0.09,0.0,0.31,0.0,0.0,0.41,0.01,0.09,0.0
53,XAsFyGN4OxVHpQkb3TAlIA,0.0,0.0,0.0,0.09,0.36,0.0,0.21,0.05,0.0,0.07,0.03,0.18,0.0
54,fYilnvgRzvULnAuEmQeSag,0.0,0.0,0.0,0.08,0.23,0.0,0.14,0.03,0.0,0.09,0.15,0.21,0.0
55,CrCklxfnjw1_eWVpPepz-A,0.0,0.0,0.01,0.08,0.37,0.0,0.32,0.02,0.01,0.0,0.0,0.17,0.0
56,d0ClkqERxKaaQBaxbYAh2A,0.01,0.0,0.0,0.02,0.16,0.0,0.35,0.08,0.01,0.25,0.0,0.12,0.0
57,ut3YnoevcSqdOoXmee0Qfw,0.0,0.0,0.0,0.0,0.34,0.0,0.13,0.23,0.01,0.21,0.0,0.01,0.0
58,7m9mY63BOEWgzqAO6B1DMQ,0.0,0.0,0.0,0.0,0.26,0.0,0.21,0.07,0.0,0.13,0.1,0.23,0.0
59,KCNlDErf8UGgFziMONfPbg,0.0,0.0,0.0,0.01,0.08,0.0,0.33,0.04,0.0,0.13,0.05,0.31,0.0
60,xj5kgUUDayPo_dGLa6L89g,0.0,0.0,0.01,0.02,0.42,0.0,0.2,0.1,0.0,0.05,0.01,0.16,0.0
61,-GNSIu4bjTDILjt-ahdrmg,0.01,0.0,0.0,0.02,0.4,0.0,0.31,0.09,0.01,0.05,0.0,0.09,0.0
62,q_SJ1WLnGNxNHppz7f9z6Q,0.0,0.0,0.0,0.02,0.37,0.0,0.18,0.13,0.01,0.17,0.0,0.11,0.0
63,JjfZ5oCKIRCU2JOrLh2oKQ,0.0,0.0,0.03,0.1,0.29,0.0,0.19,0.01,0.0,0.06,0.0,0.22,0.0
64,KYO03807alOUm3fHEXn2hA,0.01,0.0,0.0,0.03,0.28,0.0,0.27,0.09,0.01,0.18,0.01,0.09,0.0
65,nMk2hFCHTE2BX8frFpnhUA,0.0,0.0,0.0,0.06,0.13,0.0,0.31,0.04,0.01,0.23,0.02,0.16,0.0
66,vlKc0qIBp2WRrnwh-1xMwQ,0.0,0.0,0.0,0.08,0.36,0.0,0.22,0.05,0.01,0.02,0.02,0.22,0.0
67,hj5LvFQ9Ku2ZHkKOFF25wQ,0.0,0.0,0.0,0.06,0.49,0.0,0.22,0.09,0.0,0.03,0.01,0.08,0.0
68,TIgCaXoQivPZTFQ2OV4YaA,0.0,0.0,0.0,0.07,0.37,0.0,0.16,0.07,0.01,0.11,0.01,0.13,0.0
69,tXUbpUveK1bLU0S9Ppo2dw,0.0,0.0,0.0,0.02,0.07,0.0,0.29,0.0,0.0,0.19,0.12,0.26,0.0
70,CAoSLEFGMVFpcE1PY3BwYUFLU3Rra3dSMk4zYmJVcjFQeGVvVHVvdW5IaDM5QlBH,0.0,0.0,0.0,0.0,0.51,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0
71,iwXKKFtXsndlu68oL9CGjw,0.03,0.0,0.01,0.11,0.32,0.0,0.17,0.11,0.0,0.21,0.0,0.04,0.0
72,iit0X32KP0RGChdQnas17A,0.0,0.0,0.0,0.01,0.22,0.0,0.11,0.1,0.0,0.37,0.09,0.05,0.0
73,BSFhVnMItNlEIeYBwqpQnQ,0.0,0.0,0.0,0.05,0.16,0.0,0.34,0.01,0.01,0.07,0.02,0.3,0.01
74,SzAB9zsLlkMAtZ_-GVRC1w,0.0,0.0,0.0,0.16,0.37,0.0,0.2,0.02,0.01,0.07,0.0,0.16,0.0
75,AbRsaJPuR74s_Ls4fBZnBw,0.01,0.0,0.0,0.05,0.18,0.01,0.23,0.11,0.01,0.28,0.01,0.09,0.0
76,CAoSLEFGMVFpcE1wM3FVZ1FrMjVHZm1TWWhlV3M3dFpFcndTZFE3TTVOVlFRVU00,0.0,0.0,0.0,0.02,0.15,0.0,0.32,0.0,0.0,0.15,0.01,0.25,0.0
77,IlULNmdnmUeeYT7hGR-dCQ,0.0,0.0,0.0,0.06,0.11,0.0,0.23,0.02,0.01,0.31,0.12,0.12,0.0
78,NrympJUoaRWj0vccDfkSVw,0.0,0.0,0.0,0.11,0.01,0.0,0.2,0.0,0.0,0.34,0.09,0.22,0.0
79,SfLAa4m_1cjiYZoO07S2gQ,0.02,0.0,0.0,0.03,0.54,0.0,0.09,0.15,0.02,0.0,0.0,0.05,0.0
80,sqKvdzA_LYurDY6lwcH00w,0.0,0.0,0.0,0.05,0.15,0.0,0.24,0.01,0.01,0.04,0.05,0.3,0.0
81,bO6qD2sZdBf3MVOc0DaBWw,0.0,0.0,0.0,0.02,0.14,0.0,0.27,0.05,0.01,0.15,0.0,0.25,0.0
82,CAoSLEFGMVFpcE1McEQxQVVxZlRDWDRJZ1RWYnF5ZUpFT0owTHJWSlVTTXBXdmhU,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,H3SGdiPg-T6IkJxG05hFMA,0.0,0.0,0.0,0.07,0.21,0.0,0.32,0.02,0.0,0.13,0.02,0.22,0.0
84,vK8dF3m9iWWHhcaeLwkuLw,0.0,0.0,0.0,0.03,0.24,0.0,0.17,0.11,0.01,0.23,0.02,0.12,0.0
85,RozykRjusY7ANLW6LBSVdw,0.0,0.0,0.0,0.0,0.04,0.0,0.26,0.04,0.01,0.26,0.16,0.2,0.0
86,wdxtTLF-phz_LNxFWG-y_A,0.0,0.0,0.0,0.04,0.4,0.01,0.17,0.04,0.01,0.01,0.0,0.07,0.0
87,Gkq_fnsCBDfQCtxUpE9W4w,0.0,0.0,0.0,0.08,0.43,0.0,0.21,0.05,0.0,0.04,0.0,0.16,0.0
88,8bMvX7_W3D5BirnbfWm7Pg,0.0,0.0,0.0,0.02,0.17,0.0,0.42,0.0,0.01,0.02,0.0,0.34,0.0
89,oj9N5AQAdHlMgtf6qqgIUw,0.0,0.0,0.0,0.06,0.32,0.0,0.26,0.05,0.02,0.1,0.03,0.14,0.0
90,lLBzMKU5R7Fh3F6128Gs0g,0.0,0.0,0.0,0.07,0.37,0.0,0.23,0.03,0.0,0.08,0.01,0.13,0.0
91,VwbhaDqIP2VwgrLg1kf7tQ,0.0,0.0,0.0,0.04,0.04,0.0,0.24,0.02,0.0,0.3,0.13,0.18,0.0
92,Bb_nMsWpJzw4egsIrYoRUg,0.06,0.0,0.0,0.0,0.56,0.0,0.2,0.12,0.0,0.03,0.0,0.02,0.0
93,BpDf4f22CZvqYrbt499uWg,0.01,0.0,0.0,0.02,0.44,0.0,0.27,0.1,0.01,0.0,0.0,0.15,0.0
94,lZs7r_1f3OdhAG1AGtthnw,0.0,0.0,0.0,0.05,0.22,0.0,0.23,0.01,0.0,0.09,0.01,0.27,0.0
95,1d7TEsb3LQ3gPBaQL7Xd8A,0.01,0.0,0.0,0.04,0.22,0.0,0.27,0.07,0.0,0.28,0.0,0.05,0.0
96,zZVm7sesg2YYQyqFmAE93Q,0.0,0.0,0.0,0.01,0.33,0.0,0.24,0.13,0.01,0.11,0.01,0.13,0.0
97,CA9PL-mFPvCHkZdhYUNi_g,0.0,0.0,0.0,0.01,0.39,0.0,0.19,0.12,0.0,0.2,0.01,0.06,0.0
98,tctihBoonlm12LnJAA-PIg,0.0,0.0,0.0,0.02,0.22,0.0,0.26,0.05,0.01,0.07,0.07,0.26,0.0
99,JgGQpqXeqfmXkJeWmlfs4g,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.36,0.01,0.18,0.05
100,gs-0D8cYuBtMHh1AsCMYUg,0.01,0.0,0.0,0.07,0.21,0.0,0.16,0.08,0.0,0.31,0.05,0.1,0.0
101,YKRW7W-gPB7BB1ZGcVo8ug,0.0,0.0,0.0,0.06,0.12,0.0,0.15,0.07,0.0,0.24,0.03,0.26,0.03
102,yHz8QgLkczQ4bfMYW8qkIA,0.01,0.0,0.0,0.17,0.41,0.0,0.12,0.0,0.01,0.06,0.0,0.19,0.0
103,hwco6vnH6g4iEmvy1wmXeQ,0.0,0.0,0.0,0.03,0.05,0.0,0.26,0.0,0.03,0.11,0.12,0.37,0.0
104,AHJLwLQZFFEnmg9-MUE3Og,0.0,0.0,0.0,0.06,0.2,0.0,0.27,0.06,0.0,0.01,0.0,0.33,0.0
105,cM5H-zcFkU69VYXP_6CQzA,0.0,0.0,0.0,0.01,0.5,0.0,0.22,0.1,0.0,0.05,0.0,0.06,0.0
106,b8A_UGrU2mhaEV78XtKZuQ,0.0,0.0,0.0,0.02,0.35,0.0,0.18,0.11,0.01,0.09,0.08,0.15,0.0
107,F943ErSmAHe_oNweyqWcpA,0.0,0.0,0.0,0.01,0.06,0.0,0.22,0.02,0.0,0.43,0.1,0.1,0.0
108,zSRBxq4HDHUmtl27SiMMaA,0.02,0.0,0.0,0.05,0.42,0.0,0.17,0.19,0.01,0.06,0.01,0.02,0.0
109,ZByOP5ifmwvfo8znCtlGJA,0.0,0.0,0.0,0.02,0.43,0.0,0.27,0.06,0.0,0.03,0.01,0.15,0.0
110,jWOV9hZg3oM12BltL16jPQ,0.03,0.0,0.0,0.07,0.48,0.0,0.18,0.07,0.0,0.0,0.01,0.15,0.0
111,CAoSLEFGMVFpcE5DM3AxQ3BRRnQ5SXB3S1U5Y2pDTUM1T0NhRG9odU83YVgwclVR,0.01,0.0,0.0,0.04,0.07,0.0,0.31,0.06,0.0,0.06,0.0,0.41,0.0
112,HnLPvgteptXXv57dl1gC_w,0.01,0.0,0.0,0.12,0.22,0.0,0.17,0.1,0.01,0.2,0.02,0.13,0.0
113,2f6a0--gchHypn17hUuPkw,0.01,0.0,0.0,0.06,0.33,0.0,0.18,0.12,0.0,0.18,0.03,0.06,0.0
114,y8kAs_vlA9uO4OhujCT3bQ,0.0,0.0,0.0,0.05,0.4,0.01,0.23,0.04,0.0,0.03,0.0,0.17,0.0
115,BM59RNX1VMEEtOJBSZOXSA,0.0,0.0,0.0,0.06,0.51,0.0,0.21,0.01,0.0,0.02,0.01,0.17,0.0
116,NFDi24KaWza8KNFL_gSLKA,0.0,0.0,0.0,0.01,0.58,0.0,0.15,0.06,0.0,0.0,0.02,0.16,0.0
117,O1KeJTjQLofZ4oHwIXjPaA,0.0,0.0,0.0,0.04,0.12,0.0,0.29,0.04,0.0,0.24,0.02,0.17,0.0
118,bgoXMklgDH7kyuzJMHkK5w,0.0,0.0,0.0,0.01,0.19,0.0,0.16,0.16,0.01,0.35,0.04,0.04,0.0
119,CAoSLEFGMVFpcE4tdDhkR0NWR2FBcWRRT0JaUHU2QVJEaVBScjhvZ2hkUzJsc1NR,0.0,0.0,0.0,0.04,0.48,0.0,0.03,0.23,0.0,0.09,0.0,0.09,0.0
120,khzHC0UWE8EixheJpeC0-A,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.01,0.01,0.4,0.07,0.13,0.01
121,9FKpebDUxT01PY0jmXPCzA,0.0,0.0,0.0,0.08,0.32,0.0,0.27,0.04,0.02,0.01,0.0,0.23,0.0
122,3ZN8lpykOy1cZodpKQNEiQ,0.0,0.0,0.0,0.01,0.27,0.0,0.26,0.03,0.0,0.11,0.07,0.23,0.0
123,CAoSLEFGMVFpcFByY2o0Umk5RmhfeF9YaHFrMUxMNUpJaFVNZW5TX0JZNmJHekRq,0.0,0.0,0.0,0.06,0.38,0.0,0.2,0.13,0.0,0.04,0.0,0.16,0.0
124,fJZW1XdlSr7gVTQtLcfn0A,0.0,0.0,0.0,0.0,0.06,0.0,0.28,0.05,0.0,0.24,0.01,0.24,0.0
125,TeaLJ624DqMHHM8V38Ymeg,0.0,0.0,0.0,0.05,0.28,0.02,0.29,0.07,0.01,0.15,0.0,0.12,0.0
126,UnJM3LLe9p46BNHfE3rPtA,0.01,0.0,0.0,0.03,0.47,0.0,0.19,0.09,0.0,0.0,0.0,0.16,0.0
127,zSKxcoIoKgkmX-6wAax7AQ,0.0,0.0,0.0,0.11,0.52,0.0,0.11,0.03,0.0,0.01,0.05,0.14,0.0
128,e-rgwW-rrESGF-mp7cmKuA,0.0,0.0,0.0,0.08,0.42,0.0,0.15,0.12,0.01,0.14,0.0,0.06,0.0
129,C2pqy7hWB5ARnUJt7nnH5g,0.0,0.0,0.0,0.04,0.13,0.0,0.32,0.0,0.01,0.04,0.08,0.35,0.0
130,Ap29N0b4ysoEhv_medMC5w,0.0,0.0,0.0,0.04,0.22,0.0,0.2,0.04,0.01,0.2,0.06,0.17,0.0
131,vJH6xpsY_Zl1qYwasDuKIg,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.65,0.11,0.02,0.0
132,xMnximFnMVi-PNuTQufOMQ,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.38,0.0,0.36,0.0
133,yi8eD5mXxzb3Gn1-ey2mNg,0.0,0.0,0.0,0.03,0.05,0.01,0.3,0.0,0.01,0.17,0.01,0.23,0.0
134,gPTHGn1jVcCkcuO3TJboew,0.01,0.0,0.0,0.03,0.57,0.0,0.22,0.09,0.01,0.0,0.0,0.06,0.0
135,kM2C0Qggs-Gx5_22y1anvw,0.0,0.0,0.0,0.1,0.11,0.0,0.28,0.04,0.01,0.25,0.01,0.19,0.0
136,VwSSSZVt3AHh89If0DRLMw,0.0,0.0,0.0,0.03,0.03,0.0,0.19,0.02,0.0,0.37,0.15,0.19,0.0
137,1sH1GnIQBKfZiOI7nLgJ0A,0.0,0.0,0.0,0.09,0.25,0.0,0.32,0.01,0.0,0.09,0.0,0.22,0.0
138,qyAa0E-ZDv4jEt4h97LCuQ,0.0,0.0,0.02,0.03,0.22,0.0,0.33,0.06,0.0,0.29,0.0,0.04,0.0
139,6VXKCYx9rhHh8s-VhG9ONg,0.0,0.0,0.0,0.02,0.14,0.0,0.3,0.09,0.0,0.14,0.03,0.25,0.0
140,-a3-jtJNKEhsqWiee8WkLA,0.0,0.0,0.0,0.02,0.28,0.0,0.32,0.04,0.0,0.1,0.0,0.23,0.0
141,g06U7ogDw8dV8_TiC4yC0w,0.0,0.0,0.0,0.05,0.14,0.0,0.28,0.02,0.01,0.06,0.04,0.32,0.0
142,sqRo3yBvT3GU7BpKqrP6Cw,0.0,0.01,0.0,0.02,0.53,0.0,0.17,0.14,0.01,0.0,0.01,0.09,0.0
143,_Z2fHzDe_cDNIpseAswPng,0.0,0.0,0.0,0.04,0.28,0.0,0.29,0.01,0.0,0.03,0.03,0.28,0.0
144,YLFPGenYapkucwtuBTsw7A,0.0,0.0,0.0,0.05,0.17,0.0,0.25,0.05,0.0,0.05,0.1,0.31,0.0
145,ujh_M7fGweWy-OKezgpMVg,0.01,0.0,0.0,0.04,0.15,0.0,0.26,0.03,0.01,0.11,0.01,0.25,0.0
146,-o7TMwkBnv43gYhe-9adhg,0.0,0.0,0.0,0.12,0.08,0.0,0.32,0.04,0.0,0.08,0.0,0.34,0.0
147,ic1qYFABKnN9YUDDEkt7Jw,0.0,0.0,0.0,0.02,0.17,0.0,0.43,0.0,0.0,0.08,0.0,0.29,0.0
148,-I0DoUUhywJY0txFs10UiQ,0.0,0.0,0.0,0.08,0.1,0.0,0.13,0.03,0.01,0.42,0.01,0.17,0.0
149,jf6eIszvfBOpV803uest8A,0.0,0.0,0.0,0.0,0.09,0.0,0.15,0.04,0.0,0.45,0.1,0.05,0.0
150,GgTwr-w7CEADyQaQzEEpTQ,0.04,0.0,0.0,0.11,0.53,0.0,0.16,0.08,0.01,0.0,0.0,0.04,0.0
151,_ccqlC_sFzzdw0o96hQsgA,0.0,0.0,0.0,0.06,0.16,0.0,0.32,0.03,0.01,0.02,0.0,0.35,0.0
152,CAoSLEFGMVFpcE1RLXE0RVhDZ1ZlT2pTMi1EazRfRXFMcG1JNEdIZHF2WTdWUGFX,0.0,0.0,0.0,0.01,0.57,0.0,0.16,0.15,0.02,0.01,0.0,0.07,0.0
153,5-Eb4mgul7yr5lYhj8jaDw,0.0,0.0,0.0,0.02,0.3,0.0,0.3,0.05,0.01,0.05,0.0,0.25,0.0
154,7GTM6SkR3KiRU6m8VKR6kA,0.0,0.0,0.0,0.03,0.21,0.0,0.25,0.03,0.0,0.16,0.09,0.2,0.0
155,UbxVV2EiwmbGHdaDcQH62Q,0.0,0.0,0.0,0.0,0.38,0.0,0.26,0.08,0.0,0.11,0.07,0.08,0.0
156,FNB9kgMWHfXv76iOWvh0tw,0.0,0.0,0.05,0.04,0.39,0.0,0.27,0.03,0.01,0.13,0.0,0.06,0.0
157,LGoIn-ijKd0EHrBUQ-lknQ,0.03,0.02,0.0,0.0,0.5,0.0,0.2,0.14,0.01,0.01,0.0,0.09,0.0
158,Toa_uW4a38FxjJ3pahBkdw,0.0,0.0,0.0,0.11,0.29,0.0,0.15,0.09,0.01,0.05,0.0,0.24,0.0
159,-bPMJu0NI5E8PJ-Kb9GVFA,0.0,0.0,0.0,0.03,0.52,0.02,0.04,0.04,0.0,0.09,0.0,0.02,0.01
160,Fv9292e07cGvVO_OjnFdJA,0.01,0.0,0.03,0.08,0.18,0.0,0.15,0.02,0.01,0.21,0.05,0.19,0.0
161,zskBMD7MB3H1HjJJBUSVxw,0.0,0.0,0.06,0.03,0.1,0.0,0.22,0.05,0.01,0.27,0.01,0.18,0.0
162,gcg02BzLQuSN-jNTOLPhog,0.02,0.01,0.0,0.08,0.51,0.0,0.16,0.09,0.0,0.02,0.0,0.09,0.0
163,FAK8-e8DSkMOIIc9p7fT9w,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.01,0.0,0.32,0.12,0.34,0.0
164,Inl8Gx95oy514SCXFCWbIg,0.01,0.01,0.0,0.0,0.4,0.0,0.3,0.08,0.01,0.06,0.0,0.13,0.0
165,59HjELU5o_i_P47dCXzYYw,0.0,0.0,0.0,0.04,0.44,0.0,0.23,0.09,0.0,0.07,0.01,0.11,0.0
166,cctS6KUI9RpuHEyZzB8RYQ,0.0,0.0,0.0,0.07,0.37,0.0,0.25,0.02,0.0,0.06,0.01,0.19,0.0
167,ioIBWyfuCryNairJe8MqzA,0.01,0.0,0.0,0.0,0.35,0.0,0.34,0.06,0.0,0.14,0.0,0.1,0.0
168,XI67lkPhN9_MGZRqwfbgLA,0.0,0.0,0.0,0.0,0.14,0.0,0.4,0.03,0.0,0.28,0.01,0.13,0.0
169,LI4YV4CpUdNhNoxiApojyQ,0.0,0.0,0.02,0.09,0.16,0.0,0.3,0.0,0.01,0.05,0.0,0.33,0.0
170,557XaAU765P5_Z2nvU4cvg,0.0,0.0,0.0,0.01,0.07,0.0,0.12,0.0,0.0,0.13,0.12,0.2,0.0
171,w5Y_klQrIugIj0NqJD7SbQ,0.0,0.0,0.0,0.02,0.44,0.01,0.23,0.15,0.0,0.07,0.0,0.07,0.0
172,mfZ_FuK46b6YggTIl9Lvdg,0.0,0.0,0.0,0.03,0.21,0.0,0.3,0.03,0.0,0.23,0.0,0.15,0.0
173,2UkDj7LDEKXyAKagNqXIpA,0.0,0.0,0.0,0.01,0.22,0.0,0.18,0.04,0.0,0.11,0.12,0.26,0.0
174,ktgeOeBfbMJxbGHt7pJhPw,0.0,0.0,0.0,0.01,0.2,0.0,0.32,0.03,0.0,0.12,0.04,0.25,0.0
175,mNHWKiQxHnHz5Pg1rHKqDg,0.0,0.0,0.0,0.13,0.09,0.0,0.26,0.0,0.02,0.07,0.02,0.37,0.0
176,RzDCI87gAUBeL76rrNWAcw,0.0,0.0,0.0,0.03,0.21,0.0,0.3,0.1,0.0,0.18,0.02,0.14,0.0
